ts,bot_variant,exchange,trading_pair,state,regime,mid,equity_quote,base_pct,target_base_pct,spread_pct,spread_floor_pct,net_edge_pct,skew,adverse_drift_30s,soft_pause_edge,base_balance,quote_balance,turnover_today_x,cancel_per_min,orders_active,fee_source,maker_fee_pct,taker_fee_pct
2026-02-20T16:52:00.386840+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67599.2050000000,77599.2050000000,0.8711327003930001602464870613,0.50,0.004910906724104931583956112245,0.004910906724104931583956112245,0.0004325565702777488519398866534,0.002,0.00003180611936422378164255824459,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T16:53:00.582621+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67662.8350000000,77662.8350000000,0.8712382827642076161654412951,0.50,0.004910906724104931583956112245,0.004910906724104931583956112245,-0.0000071670220898388914524337363,0.002,0.0004715297117318115250348786343,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T16:54:00.736936+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67694.9250000000,77694.9250000000,0.8712914646613018803995241645,0.50,0.004910906724104931583956112245,0.004910906724104931583956112245,0.0000360822599516756902677538817,0.002,0.0004282804296902969433146910163,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T16:55:00.912250+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67691.8350000000,77691.8350000000,0.8712863455986076271721474979,0.50,0.004910906724104931583956112245,0.004910906724104931583956112245,0.0002440006297559243360381304496,0.002,0.0002203620598860482975443144484,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T16:56:00.096655+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67677.6050000000,77677.6050000000,0.8712627661473342284433203109,0.50,0.005378681594268661232202674578,0.005378681594268661232202674578,0.0003034727177651710330861017533,0.002,0.0003479999199422934597949680777,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T16:57:00.253702+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67725.7950000000,77725.7950000000,0.8713425832440826111846138081,0.50,0.005378681594268661232202674578,0.005378681594268661232202674578,0.0005009618088260972906005687266,0.002,0.0001505108288813672022805011044,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T16:58:00.424065+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67776.5450000000,77776.5450000000,0.8714265335391280237506050185,0.50,0.005378681594268661232202674578,0.005378681594268661232202674578,0.0005787389003551864552609088652,0.002,0.00007273373735227803762016096581,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T16:59:00.574277+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67808.4550000000,77808.4550000000,0.8714792627613541484662560129,0.50,0.005378681594268661232202674578,0.005378681594268661232202674578,0.0000181123314691975036217066459,0.002,0.0006333603062382669892593631851,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:00:00.726946+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67795.7050000000,77795.7050000000,0.8714581993954550575767646813,0.50,0.005378681594268661232202674578,0.005378681594268661232202674578,-0.000656631472354176230580049905,0.002,0.001308104110061640723461119736,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:01:00.879462+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67725.8650000000,77725.8650000000,0.8713426991130944634710723387,0.50,0.007166108563795272126252124774,0.007166108563795272126252124774,0.001356550504574876424222859865,0.002,0.000009892920943232426277990044916,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:51:40.755610+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67710.5450000000,77710.5450000000,0.8713173353757845862488803804,0.50,0.00425,0.00425,0.000200,0.002,0,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:52:00.221685+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,down,67525.7750000000,77525.7750000000,0.8710106412996193846498148519,0.25,0.00425,0.00425,-0.002528821633321663560675814971,0.002,0.002728821633321663560675814971,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:53:00.639993+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,down,67612.4950000000,77612.4950000000,0.8711547670255929795840218769,0.25,0.00425,0.00425,-0.0007293895614511474992899673966,0.002,0.0009293895614511474992899673966,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:54:00.764722+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,down,67599.9750000000,77599.9750000000,0.8711339791024417211474617099,0.25,0.00425,0.00425,-0.0007405350275772289139443702498,0.002,0.0009405350275772289139443702498,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:55:00.883814+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,down,67589.1850000000,77589.1850000000,0.8711160582496130098544017443,0.25,0.00425,0.00425,-0.0003488988345585345820683238571,0.002,0.0005488988345585345820683238571,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:56:00.011296+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67651.3750000000,77651.3750000000,0.8712192797616268868387713675,0.50,0.00425,0.00425,-0.001661217422493763300029714615,0.002,0.001861217422493763300029714615,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:57:00.150004+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,down,67535.8850000000,77535.8850000000,0.8710274603817316330367545299,0.25,0.005913063194160893194014768653,0.005913063194160893194014768653,0.0001561796712502170852920831654,0.002,0.0007090456064141401923138242956,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:58:00.294993+00:00,a,bitget_paper_trade,BTC-USDT,running,down,67551.7550000000,77551.7550000000,0.8710538530043581863492321998,0.25,0.005913063194160893194014768653,0.005913063194160893194014768653,0.0004133317750835408078485545922,0.002,0.0004518935025808164697573528688,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T17:59:00.429076+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67599.6650000000,77599.6650000000,0.8711334643003935648433533830,0.50,0.005913063194160893194014768653,0.005913063194160893194014768653,0.0007470433942666858156982285155,0.002,0.0001181818833976714619076789455,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:00:00.573603+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67614.5250000000,77614.5250000000,0.8711581369595446213192698145,0.50,0.005913063194160893194014768653,0.005913063194160893194014768653,0.0005703792178573564367842411724,0.002,0.0002948460598070008408216662886,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:06:19.422264+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67687.5350000000,77687.5350000000,0.8712792213062237075741944959,0.50,0.007733897700339695360984876155,0.007733897700339695360984876155,0.000373828164964199095150975730,0.002,0.001219730915171679049242974732,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:07:00.726424+00:00,a,bitget_paper_trade,BTC-USDT,running,up,67753.8050000000,77753.8050000000,0.8713889307410743435642795873,0.65,0.007733897700339695360984876155,0.007733897700339695360984876155,0.000567176830831072239157532020,0.002,0.001026382249304805905236418442,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:08:00.943275+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67637.3350000000,77637.3350000000,0.8711959909494575000545806988,0.50,0.007733897700339695360984876155,0.007733897700339695360984876155,0.0006101595234041884038523584433,0.002,0.0009833995567316897405415920187,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:09:00.116111+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67632.6450000000,77632.6450000000,0.8711882095476716012960784732,0.50,0.007733897700339695360984876155,0.007733897700339695360984876155,0.001410182045639774203924642786,0.002,0.0001833770344961039404693076755,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:10:00.271872+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67593.8950000000,77593.8950000000,0.8711238815888801560999096643,0.50,0.007733897700339695360984876155,0.007733897700339695360984876155,0.001521812186018243268184340358,0.002,0.00007174689411763487620961010445,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:11:00.417398+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67589.4550000000,77589.4550000000,0.8711165067469542091770073652,0.50,0.007733897700339695360984876155,0.007733897700339695360984876155,0.001588676637879080175785834881,0.002,0.000004882442256797968608115580724,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:12:00.579985+00:00,a,bitget_paper_trade,BTC-USDT,running,down,67551.8650000000,77551.8650000000,0.8710540359022958377596721884,0.25,0.005452127042827999569379988737,0.005452127042827999569379988737,0.0005918742248591795831344686312,0.002,0.00008897659227202024461752686379,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:13:00.749428+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67587.2450000000,77587.2450000000,0.8711128356213704971738589249,0.50,0.005452127042827999569379988737,0.005452127042827999569379988737,0.0002969032305651913706921444456,0.002,0.0003839475865660084570598510494,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:14:00.898609+00:00,a,bitget_paper_trade,BTC-USDT,running,down,67533.4050000000,77533.4050000000,0.8710233350386198052310484752,0.25,0.005452127042827999569379988737,0.005452127042827999569379988737,0.0006343574704549669822607137008,0.002,0.00004649334667623284549128179418,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:15:00.047773+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67577.4650000000,77577.4650000000,0.8710965871339054453506569208,0.50,0.005452127042827999569379988737,0.005452127042827999569379988737,0.0003224669021000144318743283123,0.002,0.0003583839150311853958776671827,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:16:00.192756+00:00,a,bitget_paper_trade,BTC-USDT,running,down,67534.5950000000,77534.5950000000,0.8710253145708699452160677437,0.25,0.005452127042827999569379988737,0.005452127042827999569379988737,0.0002109449057163156468930320805,0.002,0.0004699059114148841808589634145,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:17:00.370993+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67584.9750000000,77584.9750000000,0.8711090646094814105437296332,0.50,0.005103090136749645067333530879,0.005103090136749645067333530879,0.0005165258100617776607838137196,0.002,0.00002471024463808036614959863238,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:18:00.534924+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67563.5650000000,77563.5650000000,0.8710734866299660156157082259,0.50,0.005103090136749645067333530879,0.005103090136749645067333530879,-0.0000627187621430410183135719602,0.002,0.0006039548168428990452469843122,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:19:00.728686+00:00,a,bitget_paper_trade,BTC-USDT,running,down,67525.6650000000,77525.6650000000,0.8710104582785584618977470235,0.25,0.005103090136749645067333530879,0.005103090136749645067333530879,0.0002103603065376063308621066297,0.002,0.0003308757481622516960713057223,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:20:00.952337+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67554.0050000000,77554.0050000000,0.8710575939953068832486471846,0.50,0.005103090136749645067333530879,0.005103090136749645067333530879,0.0004285981315241020891868087517,0.002,0.0001126379231757559377466036003,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:21:00.154814+00:00,a,bitget_paper_trade,BTC-USDT,running,down,67508.8150000000,77508.8150000000,0.8709824166451261059790425128,0.25,0.005103090136749645067333530879,0.005103090136749645067333530879,0.0004526628760358333490831722676,0.002,0.00008857317866402467785024008441,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:22:00.410823+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,down,67464.8150000000,77464.8150000000,0.8709091346826297848900820327,0.25,0.005396419596055691162289761437,0.005396419596055691162289761437,-0.0003138818633679594559426528602,0.002,0.0009724497017902359208585574352,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:23:00.658389+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67620.8650000000,77620.8650000000,0.8711686606429856199103166397,0.50,0.005396419596055691162289761437,0.005396419596055691162289761437,0.0005828458301829233379186349302,0.002,0.00007572200823935312699726964481,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:24:00.881681+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67554.7350000000,77554.7350000000,0.8710588076923994389252957927,0.50,0.005396419596055691162289761437,0.005396419596055691162289761437,-0.000361488513110614030674288895,0.002,0.001020056351532890495590193470,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:25:00.134984+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67586.4850000000,77586.4850000000,0.8711115731045168498096027936,0.50,0.005396419596055691162289761437,0.005396419596055691162289761437,-0.0001037035199643853854830107727,0.002,0.0007622713583866618503989153477,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:26:00.446708+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67566.1450000000,77566.1450000000,0.8710777749751518526542733302,0.50,0.005396419596055691162289761437,0.005396419596055691162289761437,0.0000791755228920552093829631191,0.002,0.0005793923155302212555329414559,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:27:00.640207+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,67536.2950000000,77536.2950000000,0.8710281423686803709153242362,0.50,0.005416181133128774898286100462,0.005416181133128774898286100462,-0.0000990476569277547581758670861,0.002,0.0007655201101792647174903072711,True,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
2026-02-20T18:28:00.838078+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,67565.0550000000,77565.0550000000,0.8710759632672213021701589717,0.50,0.005416181133128774898286100462,0.005416181133128774898286100462,0.0004090246199326232146727120068,0.002,0.0002574478333188867446417281782,False,1,10000,0E+10,0,0,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010
