ts,bot_variant,exchange,trading_pair,state,regime,mid,equity_quote,base_pct,target_base_pct,spread_pct,spread_floor_pct,net_edge_pct,skew,adverse_drift_30s,soft_pause_edge,base_balance,quote_balance,market_spread_pct,market_spread_bps,best_bid_price,best_ask_price,best_bid_size,best_ask_size,turnover_today_x,cancel_per_min,orders_active,fills_count_today,fees_paid_today_quote,daily_loss_pct,drawdown_pct,risk_reasons,fee_source,maker_fee_pct,taker_fee_pct,realized_pnl_today_quote,position_base,avg_entry_price,funding_rate,funding_cost_today_quote,margin_ratio,position_drift_pct,ws_reconnect_count,order_book_stale,_tick_duration_ms,_indicator_duration_ms,_connector_io_duration_ms
2026-02-24T15:29:50.439670+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63938.8050000000,7878.776100000000026619875054,0.1623064399558200444735696832,0.50,0.0045,0.004315788209826301566267257985,0.0002736847160694793734930968055,0.0030,0,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.563995448460445890410369728E-7,0.001563995448460445890410369728,63938.8,63938.81,0.216925,0.118256,2.052630567861041253013806389,0,0,2239,16.172216660193000000000,0.001206977865983267816551535474,0.001441999792729006051950102679,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.0200000000000000004163336342344337026588618755340576171875,63238.55624229383572413275272,0,0,1,0E-29,0,False,10.506694001378492,0.06253700121305883,0.3711179888341576
2026-02-24T15:30:00.585931+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63944.9250000000,7878.898500000000026622423016,0.1623194536647476829789196874,0.50,0.0045,0.004315788209826301566267257985,0.0002737006600482922869640439165,0.0030,0,False,0.0200000000000000004163336342344337026588618755340576171875,6600,4.691537287751920891298253927E-7,0.004691537287751920891298253927,63944.91,63944.94,0.052384,0.015638,2.052598679903415426071912167,0,4,2239,16.172216660193000000000,0.001191461209035851370721695318,0.001426486786943073136330051632,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.0200000000000000004163336342344337026588618755340576171875,63238.55624229383572413275272,0,0,1,0E-29,0,False,3.5663869930431247,0.06530698738060892,0.44614801299758255
2026-02-24T15:31:00.858098+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63907.0050000000,7878.140100000000026606635645,0.1622388131939923259666335021,0.50,0.0045,0.004315788209826301566267257985,-0.0005141725202842599600704319203,0.0030,0.0007867746188571832858863312373,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.564773689519638731309658464E-7,0.001564773689519638731309658464,63907.0,63907.01,0.237322,0.355041,2.054795802854153348368201366,0,12,2241,16.187969211777000000000,0.001287603632474745427235998854,0.001522606587499049633113112845,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02024640000000000041633363423,63246.98101538430113398666122,0,0,1,0E-29,0,True,3.061467024963349,0.06332001066766679,0.33740600338205695
2026-02-24T15:32:00.106261+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63908.2850000000,7878.165700000000026607168552,0.1622415354883942111411011159,0.50,0.00499592778809870908659113384,0.00499592778809870908659113384,0.0002304109894120659546263532062,0.0030,0.0002385662807915738702498226983,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.564742349133606073140595151E-7,0.001564742349133606073140595151,63908.28,63908.29,0.112075,0.39893,2.058787690071687619520555263,0,16,2245,16.219470563505000000000,0.001284358318603390353598385237,0.001519362037269312029846174075,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02073920000000000041633363423,63263.04911268885561991098251,0,0,1,0E-29,0,False,3.5418749903328717,0.05520699778571725,0.32164299045689404
2026-02-24T15:33:00.396480+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63969.1550000000,7879.383100000000026632510780,0.1623709729255327136344168991,0.50,0.00499592778809870908659113384,0.00499592778809870908659113384,0.0003475299903861217027579691637,0.0030,0.0001216063257797517183341152558,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.563253414868462777099369219E-7,0.001563253414868462777099369219,63969.15,63969.16,0.429527,1.235951,2.058469598147220427088738233,0,16,2245,16.219470563505000000000,0.001130028431611684625222181179,0.001365068465016087099487921498,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02073920000000000041633363423,63263.04911268885561991098251,0,0,1,0E-29,0,True,4.488524020416662,0.08162099402397871,0.493224011734128
2026-02-24T15:34:00.626825+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63910.5550000000,7878.211100000000026608113629,0.1622463632638632928090799648,0.50,0.004501419915957034789343881382,0.004501419915957034789343881382,0.0001732210665145910148095656603,0.0030,0.00009795898695072060492960606169,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.564686772005031093846704977E-7,0.001564686772005031093846704977,63910.55,63910.56,0.105135,0.78625,2.058775825835004591996761662,0,16,2245,16.219470563505000000000,0.001278602957284659090194179872,0.001513608030221261749052462382,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02073920000000000041633363423,63263.04911268885561991098251,0,0,1,0E-29,0,False,2.1318100043572485,0.03721399116329849,0.18807098967954516
2026-02-24T15:35:00.831272+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63913.1250000000,7878.262500000000026609183607,0.1622518290041744638861417601,0.50,0.004501419915957034789343881382,0.004501419915957034789343881382,-0.0000563962788078579203242983430,0.0030,0.0003275830482893880856652365755,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.564623854646443903345361379E-7,0.001564623854646443903345361379,63913.12,63913.13,0.659196,0.1029,2.058762393802567500793228641,0,16,2245,16.219470563505000000000,0.001272086975527328981406158698,0.001507093581713116717493061798,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02073920000000000041633363423,63263.04911268885561991098251,0,0,1,0.03564264773954636558598050690,0,False,2.6840900245588273,0.05220499588176608,0.3240350051783025
2026-02-24T15:36:00.016124+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63805.1550000000,7876.103100000000026564232064,0.1620221426507227949136722534,0.50,0.004949648966842719249713286152,0.004949648966842719249713286152,-0.0004041765817671264572430212235,0.0030,0.0008543727450083358499172757035,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.567271484568919235444220769E-7,0.001567271484568919235444220769,63805.15,63805.16,0.651379,0.016143,2.059326846991756614422119962,0,16,2245,16.219470563505000000000,0.001545834271379053435041426653,0.001780776463201217518064452287,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02073920000000000041633363423,63263.04911268885561991098251,0,0,1,0.03564264773954636558598050690,0,False,2.7208190003875643,0.042208004742860794,0.24264599778689444
2026-02-24T15:37:00.249147+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63842.3250000000,7876.846500000000026579707185,0.1621012292165398960448326596,0.50,0.004949648966842719249713286152,0.004949648966842719249713286152,-0.0000987271696246936119544226260,0.0030,0.0005490205103072847601252367915,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.566358994601152135358478877E-7,0.001566358994601152135358478877,63842.32,63842.33,0.688592,0.641253,2.059132492108993103429000591,0,16,2245,16.219470563505000000000,0.001451593399036656491986662321,0.001686557766295477898195612984,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02073920000000000041633363423,63263.04911268885561991098251,0,0,1,0.03564264773954636558598050690,0,True,2.285306982230395,0.03982498310506344,0.21353099145926535
2026-02-24T15:38:00.451986+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63816.2750000000,7876.325500000000026568861694,0.1620458042268568029931583114,0.50,0.00532801488879136697880680052,0.00532801488879136697880680052,0.0005908567423635787285931896384,0.0030,0.000009715295612548996625423408644,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.566998387166910008457873795E-7,0.001566998387166910008457873795,63816.27,63816.28,1.063498,0.152557,2.061267835080838132608214322,0,24,2247,16.235216411777000000000,0.001517640607121656232814658303,0.001752589433080372089682921664,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02098560000000000041633363423,63270.57012569937073370914331,0,0,1,0.03564264773954636558598050690,0,False,2.3922949912957847,0.04441497731022537,0.25548500707373023
2026-02-24T15:39:00.653517+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63770.3150000000,7875.406300000000026549727000,0.1619480000669933717895991995,0.50,0.00532801488879136697880680052,0.00532801488879136697880680052,0.0003179632598144062143062807873,0.0030,0.0002799891986249802569206596677,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.568127740940279187894869266E-7,0.001568127740940279187894869266,63770.31,63770.32,0.888143,0.110821,2.066506994154320640591559506,0,32,2252,16.274582200757000000000,0.001634167658314999345615222484,0.001869089064766887906986442144,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02160240000000000041633363423,63286.33232464340603186517536,0,0,1,0.03564264773954636558598050690,0,True,2.3755839793011546,0.0379060220438987,0.20173200755380094
2026-02-24T15:40:00.859488+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63786.6050000000,7875.732100000000026556509075,0.1619826682525171243768963238,0.50,0.004885934353521279088920066935,0.004885934353521279088920066935,-0.0000809184702839461108359184085,0.0030,0.0005020814578149229871195950660,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.567727268130981418434168114E-7,0.001567727268130981418434168114,63786.6,63786.61,0.885879,0.86292,2.066421507755069518568700233,0,36,2252,16.274582200757000000000,0.001592865968499082041274030344,0.001827797093483742940409541603,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02160240000000000041633363423,63286.33232464340603186517536,0,0,1,0.07417694330259600642139964146,0,False,2.9806029924657196,0.05480399704538286,0.34102299832738936
2026-02-24T15:41:00.054517+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63823.4850000000,7876.469700000000026571863460,0.1620611452361709741948981073,0.50,0.004885934353521279088920066935,0.004885934353521279088920066935,-0.0003928962207385032834071358244,0.0030,0.0008141559643392787992579451359,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.566821366774315128670895988E-7,0.001566821366774315128670895988,63823.48,63823.49,0.763161,0.830427,2.066227995615472239434434925,0,36,2252,16.274582200757000000000,0.001499360362580663982090287753,0.001734313489989428246280868022,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02160240000000000041633363423,63286.33232464340603186517536,0,0,1,0.07417694330259600642139964146,0,True,2.22227702033706,0.03850099164992571,0.20140697597526014
2026-02-24T15:42:00.254559+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,63667.9150000000,7873.358300000000026507094436,0.1617300078925659997234092399,0.50,0.00629916428866253330034025427,0.00629916428866253330034025427,-0.0003374167441249466118600565205,0.0030,0.001323560194970235973465739547,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.570649832022927089728005071E-7,0.001570649832022927089728005071,63667.91,63667.92,0.284376,1.206149,2.067044529239447917060837363,0,36,2252,16.274582200757000000000,0.001893792768023405236624312324,0.002128653083145896168341544277,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02160240000000000041633363423,63286.33232464340603186517536,0,0,1,0.07417694330259600642139964146,0,False,2.2986010008025914,0.04280399298295379,0.23412102018482983
2026-02-24T15:43:00.462822+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,63746.4650000000,7874.929300000000026539797443,0.1618972376044061782552228819,0.50,0.00629916428866253330034025427,0.00629916428866253330034025427,-0.0002193873706960115143292075120,0.0030,0.001203238172915581478864684080,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.568714437733919833829217040E-7,0.001568714437733919833829217040,63746.46,63746.47,0.326808,0.838993,2.071629826490886711201250280,0,44,2257,16.313938419387000000000,0.001694636983183607553628570050,0.001929544160844420592858699800,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,-0.09914380221695373940508442379,0.02221970000000000041633363423,63299.36425963792105461993777,0,0,1,0.07417694330259600642139964146,0,False,3.061949013499543,0.09309800225310028,0.42199299787171185
