ts,bot_variant,exchange,trading_pair,state,regime,mid,equity_quote,base_pct,target_base_pct,net_base_pct,target_net_base_pct,spread_pct,spread_floor_pct,net_edge_pct,net_edge_gate_pct,net_edge_ewma_pct,skew,adverse_drift_30s,adverse_drift_smooth_30s,drift_spread_mult,soft_pause_edge,base_balance,quote_balance,market_spread_pct,market_spread_bps,best_bid_price,best_ask_price,best_bid_size,best_ask_size,turnover_today_x,cancel_per_min,orders_active,fills_count_today,fees_paid_today_quote,daily_loss_pct,drawdown_pct,risk_reasons,fee_source,maker_fee_pct,taker_fee_pct,realized_pnl_today_quote,position_base,avg_entry_price,funding_rate,funding_cost_today_quote,margin_ratio,position_drift_pct,ws_reconnect_count,order_book_stale,_tick_duration_ms,_indicator_duration_ms,_connector_io_duration_ms
2026-02-24T20:57:36.756428+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64445.7050000000,7888.914100000000026830914573,0.1633829553296821957342900281,0.50,0.1633829553296821957342900281,0.50,0.004560780386102030179017472498,0.004560780386102030179017472498,0.0001000000000000000000000000000,0.0001000000000000000000000000000,0.0001000000000000000000000000000,0.0030,0,0,1.0,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.551693786265508306565968981E-7,0.001551693786265508306565968981,64445.7,64445.71,0.210621,0.621315,2.448624308881624143213977998,0,0,2723,19.316986835939000000000,0,0.0007086698124735742070135683555,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02000000000000000041633363423,64111.75628021171461965949106,0,0,1,0,0,False,7.107697980245575,0.056590011809021235,0.24305499391630292
2026-02-24T20:58:00.846967+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64437.6150000000,7888.752300000000026827546434,0.1633657961348336444084881398,0.50,0.1633657961348336444084881398,0.50,0.004560780386102030179017472498,0.004560780386102030179017472498,0.0000991582783367924325149962765,0.00009916580230699131023629203577,0.00009916580230699131023629203577,0.0030,0,0E-48,1.0,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.551888597987371196156158169E-7,0.001551888597987371196156158169,64437.61,64437.62,0.434491,0.284448,2.450307752208039278183985445,0,4,2725,19.329870915939000000000,0,0.0007291650714122336834184579415,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02020000000000000041633363423,64114.81215862546001940185921,0,0,1,0,0,True,2.2173910110723227,0.07150901365093887,0.48686398076824844
2026-02-24T20:59:00.047106+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64456.6050000000,7889.132100000000026835452610,0.1634060735274036065957593317,0.50,0.1634060735274036065957593317,0.50,0.005107206969672112415405770991,0.00479676171480971665190118702,0.0001574016313354190956176583486,0.0002371401721009310404207682172,0.0002371401721009310404207682172,0.0030,0.0002000195053931946660741082354,0.0001595696569694244048952017324,1.064719757478032417886250405,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.551431385503471676797125756E-7,0.001551431385503471676797125756,64456.6,64456.61,0.108412,0.319693,2.451822999128002931298896630,0,12,2727,19.342755525939000000000,0,0.0006810556811470737999909111214,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02040000000000000041633363423,64117.83409824677903875781475,0,0,1,0,0,True,2.4313239846378565,0.04900601925328374,0.2164290053769946
2026-02-24T21:00:00.261590+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64457.2350000000,7889.144700000000026835714900,0.1634074096777563254037614802,0.50,0.1634074096777563254037614802,0.50,0.005882362763825949788518427774,0.00513148342337889121829391346,0.0004614453396712725372976329478,0.0003003285995228828358115864883,0.0003003285995228828358115864883,0.0030,0.0002562282901003671959233644760,0.0001647733346694880563751629007,1.146327928689406623277122520,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.551416221933813946564726210E-7,0.001551416221933813946564726210,64457.23,64457.24,0.034392,0.35591,2.453452862379238643469150523,0,16,2729,19.355644645939000000000,0,0.0006794596350245329507776749961,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02060000000000000041633363423,64121.01629146768409656963917,0,0,1,0,0,False,2.251622994663194,0.04719800199382007,0.23659199359826744
2026-02-24T21:01:00.505986+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64289.5350000000,7885.790700000000026765895750,0.1630515884729225722921702615,0.50,0.1630515884729225722921702615,0.50,0.008219653376630565002294579275,0.008219653376630565002294579275,0.0005970755234444487448076122078,0.0009825631891868771595974063468,0.0009825631891868771595974063468,0.0030,0.0009397046666896140878310732066,0.0009627210653609405188468596452,1.0,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.555463109198098881878675900E-7,0.001555463109198098881878675900,64289.53,64289.54,0.453192,0.15919,2.456129523693673474526719714,0,24,2731,19.368523355939000000000,0.0003177365112173576783326087939,0.001104311912405644717539107043,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02080000000000000041633363423,64123.63680789587944174247874,0,0,1,0,0,False,3.7864240002818406,0.07972097955644131,0.4445200029294938
2026-02-24T21:02:00.736099+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64273.9850000000,7885.479700000000026759421762,0.1630185795798827587365596586,0.50,0.1630185795798827587365596586,0.50,0.005371581157435648416931902759,0.00514388235095356157476452140,0.0003162924518279123673630405227,0.0002443671349569140680676582776,0.0002443671349569140680676582776,0.0030,0.0001314857178112654006537096439,0.0001038195030066202600046972473,1.044265943687432225038419835,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.555839427102582794578553049E-7,0.001555839427102582794578553049,64273.98,64273.99,0.643476,0.126851,2.457041016279453478810046668,0,28,2732,19.374947055939000000000,0.0003571620039513978307270555433,0.001143706384160422821135650089,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02090000000000000041633363423,64124.17921551360250660371939,0,0,1,0,0,False,2.2595300106331706,0.07116099004633725,0.22689401521347463
2026-02-24T21:03:00.941801+00:00,a,bitget_paper_trade,BTC-USDT,soft_pause,neutral_low_vol,64209.5450000000,7884.190900000000026732593222,0.1628817612724217550818488368,0.50,0.1628817612724217550818488368,0.50,0.005536614312967659123540598020,0.00553661431296765912354059802,-0.0003577224116484050457705737103,-0.0001233703280041404696013663913,-0.0001233703280041404696013663913,0.0030,0.0006510366509666135549628315347,0.0008420175154458344123449886143,1.0,True,0.0200000000000000004163336342344337026588618755340576171875,6600,1.557400850605622575272881937E-7,0.001557400850605622575272881937,64209.54,64209.55,0.297372,0.093136,2.460701242779268565683648608,0,36,2736,19.400638345939000000000,0.0005205432741624298191706664650,0.001306959101837458254946662002,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02130000000000000041633363423,64126.13312695935645010348620,0,0,1,0.06103286384976525702300309793,0,False,2.2207559959497303,0.049380993004888296,0.20512202172540128
2026-02-24T21:04:00.131845+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64211.6350000000,7884.232700000000026733463360,0.1628861994395472399462475423,0.50,0.1628861994395472399462475423,0.50,0.005382133955152305197027501212,0.00532638984844753250589200596,-0.0000435737192514802720375356364,0.00005718204352273815296737529005,0.00005718204352273815296737529005,0.0030,0.0004718101234325953238184180133,0.0004652690951410522881992085329,1.010465645266468856990735169,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.557350159359748431884657664E-7,0.001557350159359748431884657664,64211.63,64211.64,0.244673,0.395211,2.462316412342700125298655177,0,40,2738,19.413475575939000000000,0.0005152442851068578629967503815,0.001301664282161092580572592783,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02150000000000000041633363423,64126.69142345275778544054970,0,0,1,0.06103286384976525702300309793,0,True,2.3540459806099534,0.05087698809802532,0.21320499945431948
2026-02-24T21:05:00.318406+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64177.4950000000,7883.549900000000026719249729,0.1628136964034438371943316951,0.50,0.1628136964034438371943316951,0.50,0.006424917131810616559107721068,0.005302908578617321406554134245,0.0006732679404370111692234172137,0.0003247176095204617546211790761,0.0003247176095204617546211790761,0.0030,0.0002964534303535113638533334840,0.0001642136726150035367820446543,1.211583612381612523314062128,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.558178610741974269952418679E-7,0.001558178610741974269952418679,64177.49,64177.5,0.698028,0.194997,2.464970479344463835275253118,0,44,2741,19.432717775939000000000,0.0006018028910194064676749763308,0.001388154781563544314127961343,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02180000000000000041633363423,64126.88374331349965077485089,0,0,1,0.06103286384976525702300309793,0,False,2.1231840073596686,0.07436599116772413,0.3241879749111831
2026-02-24T21:06:00.503387+00:00,a,bitget_paper_trade,BTC-USDT,running,neutral_low_vol,64207.4350000000,7884.148700000000026731714758,0.1628772805870594528966362282,0.50,0.1628772805870594528966362282,0.50,0.005993980805958138476700251645,0.005814240810442568712126220795,0.0005464548888561498621687889376,0.0004778831534693268050950851868,0.0004778831534693268050950851868,0.0030,0.0001376598066455894553211004531,0.0001183387119644972576849159394,1.030913751489747516217895222,False,0.0200000000000000004163336342344337026588618755340576171875,6600,1.557452030282785786412430274E-7,0.001557452030282785786412430274,64207.43,64207.44,0.208246,0.525031,2.465597443125216541652791562,0,48,2742,19.439136875939000000000,0.0005258929712472416983701701761,0.001312304589644698241994167205,,project:/home/hummingbot/project_config/fee_profiles.json,0.0010,0.0010,6.648265500757307600343991919,0.02190000000000000041633363423,64127.17651160887179848264201,0,0,1,0.06103286384976525702300309793,0,True,2.2139409848023206,0.05027098814025521,0.20408400450833142
