ts,bot_variant,exchange,trading_pair,state,regime,mid,equity_quote,base_pct,target_base_pct,spread_pct,spread_floor_pct,net_edge_pct,skew,adverse_drift_30s,soft_pause_edge,base_balance,quote_balance,market_spread_pct,market_spread_bps,best_bid_size,best_ask_size,turnover_today_x,cancel_per_min,orders_active,fills_count_today,fees_paid_today_quote,daily_loss_pct,drawdown_pct,risk_reasons,fee_source,maker_fee_pct,taker_fee_pct
2026-02-21T02:34:20.491812+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68051.90,5680.5190000000,0.1197987366999388612202511778,0.50,0.0025,0.00175,0.00050,0.0030,0,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0,0,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:35:00.546458+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68051.95,5680.5195000000,0.1197988141753584333263885460,0.50,0.0025,0.00175,0.0001641143275451240719045232114,0.0030,0.0003358856724548759280954767886,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0,0,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:36:00.624642+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68033.85,5680.3385000000,0.1197707671822726761794213496,0.50,0.0025,0.00175,0.0004066728198917698654618887070,0.0030,0.00009332718010823013453811129303,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00003177526560513220710994893248,0.00003186328292685202471358473464,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:37:00.694749+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68026.65,5680.2665000000,0.1197596098704171714478537231,0.50,0.0025,0.001926382785922007941634936138,0.0004669258212318588129456745589,0.0030,0.00003307417876814118705432544110,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00004445016379665308750837731552,0.00004453818000272686327368473957,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:38:00.763766+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68017.85,5680.1785000000,0.1197459727718063789720692756,0.50,0.0025,0.001926382785922007941634936138,0.0004544258055790164647803360582,0.0030,0.00004557419442098353521966394177,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00005994170603073416355090089480,0.00006002972087324055484714030116,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:39:00.825204+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68011.35,5680.1135000000,0.1197358996435546578426645876,0.50,0.0025,0.001829017913912371706147446692,0.0003698915910273712808842079265,0.0030,0.0001301084089726287191157920735,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00007138432245363495835503762948,0.00007147233628896089521389725007,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:40:00.893926+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68017.30,5680.1730000000,0.1197451204391133861591891655,0.50,0.0025,0.001829017913912371706147446692,0.0004132498375272380806747104162,0.0030,0.00008675016247276191932528958381,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00006090992742036423080355861850,0.00006099794217764766057048127376,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:41:00.976042+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68031.00,5680.3100000000,0.1197663507801510833035520949,0.50,0.0025,0.001856590529174195388526154376,0.0003441643977395016789080922782,0.0030,0.0001558356022604983210919077218,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00003679241280594255560099350077,0.00003688042968605248164362431992,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:42:00.042533+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68017.20,5680.1720000000,0.1197449654693555054318777671,0.50,0.0025,0.001856590529174195388526154376,0.0004970595759320409189413297186,0.0030,0.000002940424067959081058670281428,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00006108596767302424303131456826,0.00006117398241481258888381599605,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:43:00.107455+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68005.35,5680.0535000000,0.1197266011666967573456834517,0.50,0.0025,0.002071609355266968844690983029,0.0004536822603056970819823992589,0.0030,0.00004631773969430291801760074108,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00008194673761323569202039461535,0.00008203475051885659401398058751,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:43:40.123357+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68003.35,5680.0335000000,0.1197235016307562270539425516,0.50,0.0025,0.00175,0.00050,0.0030,0,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0,0,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:44:00.153391+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,68002.45,5680.0245000000,0.1197221068324617261774134953,0.50,0.0025,0.00175,0.00050,0.0030,0,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.000001584497697064638791302903407,0.000001760552686783856682560642898,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:45:00.209310+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,67993.55,5679.9355000000,0.1197083135891243835427356525,0.50,0.0025,0.00175,0.0004058822837369733360098058896,0.0030,0.00009411771626302666399019411044,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00001725341936803717794974272599,0.00001742947159916018115735036469,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
2026-02-21T02:46:00.261245+00:00,a,binance_perpetual_testnet,BTC-USDT,soft_pause,neutral_low_vol,67993.55,5679.9355000000,0.1197083135891243835427356525,0.50,0.0025,0.00175,0.00050,0.0030,0,False,0.01000000,5000.00000000,0,0,0,0,0E+10,0,0,0,0,0.00001725341936803717794974272599,0.00001742947159916018115735036469,base_pct_below_min,project:/home/hummingbot/project_config/fee_profiles.json,0.0002,0.0004
